,d,v
3618,2016-11-04,15.07
3619,2016-11-07,15.04
3620,2016-11-08,15.04
3621,2016-11-09,15.02
3622,2016-11-10,15.02
3623,2016-11-11,15.22
3624,2016-11-14,15.53
3625,2016-11-15,15.54
3626,2016-11-16,15.55
3627,2016-11-17,15.47
3628,2016-11-18,15.48
3629,2016-11-21,15.4
3630,2016-11-22,15.41
3631,2016-11-23,15.53
3632,2016-11-24,15.53
3633,2016-11-25,15.54
3634,2016-11-29,15.57
3635,2016-11-30,15.84
3636,2016-12-01,15.87
3637,2016-12-02,15.88
3638,2016-12-05,15.94
3639,2016-12-06,15.87
3640,2016-12-07,15.96
3641,2016-12-12,16.04
3642,2016-12-13,16.02
3643,2016-12-14,15.91
3644,2016-12-15,16.0
3645,2016-12-16,15.95
3646,2016-12-19,15.86
3647,2016-12-20,15.83
3648,2016-12-21,15.86
3649,2016-12-22,15.77
3650,2016-12-23,15.6
3651,2016-12-26,15.55
3652,2016-12-27,15.52
3653,2016-12-28,15.57
3654,2016-12-29,15.73
3655,2016-12-30,15.85
3656,2017-01-02,15.92
3657,2017-01-03,15.9
3658,2017-01-04,16.05
3659,2017-01-05,15.99
3660,2017-01-06,15.85
3661,2017-01-09,15.81
3662,2017-01-10,15.87
3663,2017-01-11,15.86
3664,2017-01-12,15.82
3665,2017-01-13,15.84
3666,2017-01-16,15.87
3667,2017-01-17,15.88
3668,2017-01-18,15.95
3669,2017-01-19,15.98
3670,2017-01-20,15.86
3671,2017-01-23,15.92
3672,2017-01-24,15.96
3673,2017-01-25,15.93
3674,2017-01-26,15.94
3675,2017-01-27,15.89
3676,2017-01-30,15.94
3677,2017-01-31,15.91
3678,2017-02-01,15.84
3679,2017-02-02,15.72
3680,2017-02-03,15.65
3681,2017-02-06,15.62
3682,2017-02-07,15.72
3683,2017-02-08,15.69
3684,2017-02-09,15.63
3685,2017-02-10,15.55
3686,2017-02-13,15.53
3687,2017-02-14,15.48
3688,2017-02-15,15.46
3689,2017-02-16,15.37
3690,2017-02-17,15.58
3691,2017-02-20,15.72
3692,2017-02-21,15.66
3693,2017-02-22,15.54
3694,2017-02-23,15.57
3695,2017-02-24,15.46
3696,2017-03-01,15.48
3697,2017-03-02,15.39
3698,2017-03-03,15.45
3699,2017-03-06,15.44
3700,2017-03-07,15.5
3701,2017-03-08,15.59
3702,2017-03-09,15.63
3703,2017-03-10,15.48
3704,2017-03-13,15.52
3705,2017-03-14,15.54
3706,2017-03-15,15.55
3707,2017-03-16,15.53
3708,2017-03-17,15.53
3709,2017-03-20,15.67
3710,2017-03-21,15.64
3711,2017-03-22,15.58
3712,2017-03-23,15.63
3713,2017-03-27,15.61
3714,2017-03-28,15.54
3715,2017-03-29,15.47
3716,2017-03-30,15.4
3717,2017-03-31,15.38
3718,2017-04-03,15.42
3719,2017-04-04,15.38
3720,2017-04-05,15.35
3721,2017-04-06,15.41
3722,2017-04-07,15.37
3723,2017-04-10,15.33
3724,2017-04-11,15.24
3725,2017-04-12,15.17
3726,2017-04-17,15.21
3727,2017-04-18,15.23
3728,2017-04-19,15.42
3729,2017-04-20,15.4
3730,2017-04-21,15.39
3731,2017-04-24,15.42
3732,2017-04-25,15.41
3733,2017-04-26,15.44
3734,2017-04-27,15.45
3735,2017-04-28,15.43
3736,2017-05-02,15.33
3737,2017-05-03,15.27
3738,2017-05-04,15.37
3739,2017-05-05,15.34
3740,2017-05-08,15.39
3741,2017-05-09,15.55
3742,2017-05-10,15.53
3743,2017-05-11,15.46
3744,2017-05-12,15.41
3745,2017-05-15,15.48
3746,2017-05-16,15.59
3747,2017-05-17,15.62
3748,2017-05-18,15.91
3749,2017-05-19,15.89
3750,2017-05-22,16.07
3751,2017-05-23,16.1
3752,2017-05-24,16.1
3753,2017-05-26,16.04
3754,2017-05-29,16.01
3755,2017-05-30,16.07
3756,2017-05-31,16.14
3757,2017-06-01,16.06
3758,2017-06-02,16.03
3759,2017-06-05,16.03
3760,2017-06-06,16.01
3761,2017-06-07,16.01
3762,2017-06-08,15.99
3763,2017-06-09,15.9
3764,2017-06-12,15.93
3765,2017-06-13,15.89
3766,2017-06-14,15.85
3767,2017-06-15,15.92
3768,2017-06-16,16.01
3769,2017-06-19,16.07
3770,2017-06-21,16.36
3771,2017-06-22,16.19
3772,2017-06-23,16.13
3773,2017-06-26,16.24
3774,2017-06-27,16.39
3775,2017-06-28,16.37
3776,2017-06-29,16.48
3777,2017-06-30,16.6
3778,2017-07-03,16.68
3779,2017-07-04,16.87
3780,2017-07-05,17.0
3781,2017-07-06,17.15
3782,2017-07-07,16.97
3783,2017-07-10,16.99
3784,2017-07-11,16.99
3785,2017-07-12,16.97
3786,2017-07-13,16.95
3787,2017-07-14,16.87
3788,2017-07-17,16.88
3789,2017-07-18,17.03
3790,2017-07-19,17.31
3791,2017-07-20,17.13
3792,2017-07-21,17.34
3793,2017-07-24,17.54
3794,2017-07-25,17.41
3795,2017-07-26,17.47
3796,2017-07-27,17.56
3797,2017-07-28,17.76
3798,2017-07-31,17.67
3799,2017-08-01,17.61
3800,2017-08-02,17.56
3801,2017-08-03,17.64
3802,2017-08-04,17.65
3803,2017-08-07,17.7
3804,2017-08-08,17.71
3805,2017-08-09,17.78
3806,2017-08-10,17.73
3807,2017-08-11,17.71
3808,2017-08-14,17.15
3809,2017-08-15,17.06
3810,2017-08-16,17.11
3811,2017-08-17,17.27
3812,2017-08-18,17.28
3813,2017-08-22,17.23
3814,2017-08-23,17.22
3815,2017-08-24,17.18
3816,2017-08-25,17.22
3817,2017-08-28,17.22
3818,2017-08-29,17.31
3819,2017-08-30,17.44
3820,2017-08-31,17.37
3821,2017-09-01,17.24
3822,2017-09-04,17.24
3823,2017-09-05,17.26
3824,2017-09-06,17.22
3825,2017-09-07,17.22
3826,2017-09-08,17.21
3827,2017-09-11,17.2
3828,2017-09-12,17.11
3829,2017-09-13,17.06
3830,2017-09-14,17.01
3831,2017-09-15,16.97
3832,2017-09-18,17.06
3833,2017-09-19,17.2
3834,2017-09-20,17.15
3835,2017-09-21,17.28
3836,2017-09-22,17.3
3837,2017-09-25,17.41
3838,2017-09-26,17.61
3839,2017-09-27,17.57
3840,2017-09-28,17.56
3841,2017-09-29,17.32
3842,2017-10-02,17.35
3843,2017-10-03,17.43
3844,2017-10-04,17.36
3845,2017-10-05,17.34
3846,2017-10-06,17.51
3847,2017-10-09,17.47
3848,2017-10-10,17.44
3849,2017-10-11,17.43
3850,2017-10-12,17.43
3851,2017-10-13,17.36
3852,2017-10-17,17.38
3853,2017-10-18,17.33
3854,2017-10-19,17.4
3855,2017-10-20,17.47
3856,2017-10-23,17.32
3857,2017-10-24,17.5
3858,2017-10-25,17.45
3859,2017-10-26,17.53
3860,2017-10-27,17.68
3861,2017-10-30,17.66
3862,2017-10-31,17.67
3863,2017-11-01,17.65
3864,2017-11-02,17.57
3865,2017-11-03,17.56
3866,2017-11-07,17.67
3867,2017-11-08,17.56
3868,2017-11-09,17.54
3869,2017-11-10,17.52
3870,2017-11-13,17.54
3871,2017-11-14,17.49
3872,2017-11-15,17.53
3873,2017-11-16,17.49
3874,2017-11-17,17.49
3875,2017-11-21,17.51
3876,2017-11-22,17.47
3877,2017-11-23,17.42
3878,2017-11-24,17.37
3879,2017-11-27,17.33
3880,2017-11-28,17.33
3881,2017-11-29,17.42
3882,2017-11-30,17.38
3883,2017-12-01,17.26
3884,2017-12-04,17.26
3885,2017-12-05,17.35
3886,2017-12-06,17.29
3887,2017-12-07,17.31
3888,2017-12-11,17.27
3889,2017-12-12,17.26
3890,2017-12-13,17.32
3891,2017-12-14,17.36
3892,2017-12-15,17.55
3893,2017-12-18,17.56
3894,2017-12-19,17.57
3895,2017-12-20,17.78
3896,2017-12-21,17.87
3897,2017-12-22,18.01
3898,2017-12-26,18.25
3899,2017-12-27,18.44
3900,2017-12-28,18.83
3901,2017-12-29,18.77
3902,2018-01-02,18.55
3903,2018-01-03,18.42
3904,2018-01-04,18.61
3905,2018-01-05,18.86
3906,2018-01-08,19.07
3907,2018-01-09,19.05
3908,2018-01-10,18.72
3909,2018-01-11,18.65
3910,2018-01-12,18.72
3911,2018-01-15,18.72
3912,2018-01-16,18.83
3913,2018-01-17,18.89
3914,2018-01-18,18.85
3915,2018-01-19,18.96
3916,2018-01-22,19.07
3917,2018-01-23,19.32
3918,2018-01-24,19.53
3919,2018-01-25,19.49
3920,2018-01-26,19.52
3921,2018-01-29,19.57
3922,2018-01-30,19.6
3923,2018-01-31,19.65
3924,2018-02-01,19.47
3925,2018-02-02,19.5
3926,2018-02-05,19.53
3927,2018-02-06,19.69
3928,2018-02-07,19.62
3929,2018-02-08,19.84
3930,2018-02-09,20.13
3931,2018-02-14,20.03
3932,2018-02-15,19.74
3933,2018-02-16,19.67
3934,2018-02-19,19.84
3935,2018-02-20,19.94
3936,2018-02-21,19.92
3937,2018-02-22,19.94
3938,2018-02-23,19.97
3939,2018-02-26,20.04
3940,2018-02-27,20.16
3941,2018-02-28,20.12
3942,2018-03-01,20.16
3943,2018-03-02,20.23
3944,2018-03-05,20.29
3945,2018-03-06,20.2
3946,2018-03-07,20.35
3947,2018-03-08,20.39
3948,2018-03-09,20.27
3949,2018-03-12,20.22
3950,2018-03-13,20.19
3951,2018-03-14,20.19
3952,2018-03-15,20.27
3953,2018-03-16,20.29
3954,2018-03-19,20.25
3955,2018-03-20,20.24
3956,2018-03-21,20.28
3957,2018-03-22,20.25
3958,2018-03-23,20.21
3959,2018-03-26,20.16
3960,2018-03-27,20.16
3961,2018-03-28,20.14
3962,2018-04-03,20.16
3963,2018-04-04,20.2
3964,2018-04-05,20.18
3965,2018-04-06,20.21
3966,2018-04-09,20.19
3967,2018-04-10,20.19
3968,2018-04-11,20.16
3969,2018-04-12,20.17
3970,2018-04-13,20.21
3971,2018-04-16,20.22
3972,2018-04-17,20.18
3973,2018-04-18,20.15
3974,2018-04-19,20.16
3975,2018-04-20,20.19
3976,2018-04-23,20.25
3977,2018-04-24,20.25
3978,2018-04-25,20.26
3979,2018-04-26,20.45
3980,2018-04-27,20.69
3981,2018-05-02,20.97
3982,2018-05-03,21.75
3983,2018-05-04,21.7
3984,2018-05-07,21.83
3985,2018-05-08,22.76
3986,2018-05-09,22.57
3987,2018-05-10,22.63
3988,2018-05-11,23.23
3989,2018-05-14,24.77
3990,2018-05-15,24.8
3991,2018-05-16,24.04
3992,2018-05-17,24.33
3993,2018-05-18,24.6
3994,2018-05-21,24.27
3995,2018-05-22,24.36
3996,2018-05-23,24.44
3997,2018-05-24,24.56
3998,2018-05-28,24.7
3999,2018-05-29,24.9
4000,2018-05-30,24.91
4001,2018-05-31,24.95
4002,2018-06-01,24.96
4003,2018-06-04,24.96
4004,2018-06-05,24.97
4005,2018-06-06,24.92
4006,2018-06-07,24.97
4007,2018-06-08,25.47
4008,2018-06-11,25.43
4009,2018-06-12,25.86
4010,2018-06-13,25.73
4011,2018-06-14,27.06
4012,2018-06-15,27.88
4013,2018-06-18,27.9
4014,2018-06-19,27.71
4015,2018-06-21,27.55
4016,2018-06-22,27.2
4017,2018-06-25,27.02
4018,2018-06-26,27.12
4019,2018-06-27,27.3
4020,2018-06-28,27.81
4021,2018-06-29,28.86
4022,2018-07-02,28.72
4023,2018-07-03,27.94
4024,2018-07-04,28.03
4025,2018-07-05,28.17
4026,2018-07-06,28.08
4027,2018-07-10,27.56
4028,2018-07-11,27.46
4029,2018-07-12,27.15
4030,2018-07-13,27.25
4031,2018-07-16,27.3
4032,2018-07-17,27.49
4033,2018-07-18,27.64
4034,2018-07-19,27.74
4035,2018-07-20,27.65
4036,2018-07-23,27.63
4037,2018-07-24,27.49
4038,2018-07-25,27.36
4039,2018-07-26,27.44
4040,2018-07-27,27.35
4041,2018-07-30,27.34
4042,2018-07-31,27.34
4043,2018-08-01,27.51
4044,2018-08-02,27.6
4045,2018-08-03,27.38
4046,2018-08-06,27.37
4047,2018-08-07,27.27
4048,2018-08-08,27.52
4049,2018-08-09,27.97
4050,2018-08-10,29.2
4051,2018-08-13,30.01
4052,2018-08-14,29.42
4053,2018-08-15,30.01
4054,2018-08-16,29.81
4055,2018-08-17,29.79
4056,2018-08-21,29.97
4057,2018-08-22,30.2
4058,2018-08-23,30.2
4059,2018-08-24,30.57
4060,2018-08-27,30.92
4061,2018-08-28,31.35
4062,2018-08-29,31.94
4063,2018-08-30,39.61
4064,2018-08-31,37.13
4065,2018-09-03,38.03
4066,2018-09-04,39.23
4067,2018-09-05,38.81
4068,2018-09-06,37.69
4069,2018-09-07,36.99
4070,2018-09-10,37.39
4071,2018-09-11,37.92
4072,2018-09-12,37.87
4073,2018-09-13,38.71
4074,2018-09-14,39.71
4075,2018-09-17,39.58
4076,2018-09-18,39.73
4077,2018-09-19,39.46
4078,2018-09-20,38.31
4079,2018-09-21,37.58
4080,2018-09-24,37.3
4081,2018-09-25,38.4
4082,2018-09-26,38.69
4083,2018-09-27,39.51
4084,2018-09-28,40.9
4085,2018-10-01,40.34
4086,2018-10-02,38.16
4087,2018-10-03,37.61
4088,2018-10-04,38.52
4089,2018-10-05,38.02
4090,2018-10-08,37.55
4091,2018-10-09,37.25
4092,2018-10-10,37.29
4093,2018-10-11,36.92
4094,2018-10-12,36.24
4095,2018-10-16,36.36
4096,2018-10-17,36.3
4097,2018-10-18,36.41
4098,2018-10-19,36.55
4099,2018-10-22,36.42
4100,2018-10-23,36.77
4101,2018-10-24,36.54
4102,2018-10-25,36.79
4103,2018-10-26,36.79
4104,2018-10-29,36.79
4105,2018-10-30,36.83
4106,2018-10-31,36.2
4107,2018-11-01,35.74
4108,2018-11-02,35.59
4109,2018-11-05,35.55
4110,2018-11-07,35.76
4111,2018-11-08,35.61
4112,2018-11-09,35.49
4113,2018-11-12,35.51
4114,2018-11-13,35.89
4115,2018-11-14,36.12
4116,2018-11-15,36.07
4117,2018-11-16,35.98
4118,2018-11-20,36.26
4119,2018-11-21,36.27
4120,2018-11-22,36.43
4121,2018-11-23,36.89
4122,2018-11-26,38.16
4123,2018-11-27,38.88
4124,2018-11-28,38.53
4125,2018-11-29,38.02
4126,2018-12-03,36.89
4127,2018-12-04,37.06
4128,2018-12-05,37.94
4129,2018-12-06,37.86
4130,2018-12-07,37.36
4131,2018-12-10,37.7
4132,2018-12-11,37.65
4133,2018-12-12,37.64
4134,2018-12-13,37.8
4135,2018-12-14,38.17
4136,2018-12-17,38.32
4137,2018-12-18,38.21
4138,2018-12-19,38.3
4139,2018-12-20,38.07
4140,2018-12-21,38.08
4141,2018-12-26,38.51
4142,2018-12-27,38.57
4143,2018-12-28,37.81
4144,2019-01-02,37.93
4145,2019-01-03,37.55
4146,2019-01-04,37.39
4147,2019-01-07,37.36
4148,2019-01-08,37.37
4149,2019-01-09,37.47
4150,2019-01-10,37.31
4151,2019-01-11,37.1
4152,2019-01-14,37.1
4153,2019-01-15,37.14
4154,2019-01-16,37.36
4155,2019-01-17,37.74
4156,2019-01-18,37.62
4157,2019-01-21,37.71
4158,2019-01-22,37.59
4159,2019-01-23,37.56
4160,2019-01-24,37.56
4161,2019-01-25,37.14
4162,2019-01-28,37.09
4163,2019-01-29,37.23
4164,2019-01-30,37.61
4165,2019-01-31,37.04
4166,2019-02-01,37.24
4167,2019-02-04,37.24
4168,2019-02-05,37.2
4169,2019-02-06,37.43
4170,2019-02-07,37.9
4171,2019-02-08,37.86
4172,2019-02-11,38.32
4173,2019-02-12,37.82
4174,2019-02-13,38.15
4175,2019-02-14,38.37
4176,2019-02-15,38.33
4177,2019-02-18,38.77
4178,2019-02-19,38.92
4179,2019-02-20,40.04
4180,2019-02-21,39.66
4181,2019-02-22,39.25
4182,2019-02-25,38.96
4183,2019-02-26,38.99
4184,2019-02-27,38.75
4185,2019-02-28,39.0
4186,2019-03-01,39.45
4187,2019-03-06,40.48
4188,2019-03-07,41.23
4189,2019-03-08,41.3
4190,2019-03-11,40.87
4191,2019-03-12,41.35
4192,2019-03-13,41.65
4193,2019-03-14,40.98
4194,2019-03-15,39.94
4195,2019-03-18,39.71
4196,2019-03-19,40.33
4197,2019-03-20,41.08
4198,2019-03-21,40.74
4199,2019-03-22,42.01
4200,2019-03-25,41.79
4201,2019-03-26,42.35
4202,2019-03-27,43.7
4203,2019-03-28,43.59
4204,2019-03-29,43.35
4205,2019-04-01,42.82
4206,2019-04-03,42.65
4207,2019-04-04,43.25
4208,2019-04-05,43.69
4209,2019-04-08,43.8
4210,2019-04-09,43.74
4211,2019-04-10,43.04
4212,2019-04-11,42.91
4213,2019-04-12,42.33
4214,2019-04-15,41.56
4215,2019-04-16,42.11
4216,2019-04-17,41.78
4217,2019-04-22,42.69
4218,2019-04-23,42.38
4219,2019-04-24,43.48
4220,2019-04-25,45.63
4221,2019-04-26,44.88
4222,2019-04-29,44.67
4223,2019-04-30,44.01
4224,2019-05-02,44.75
4225,2019-05-03,44.42
4226,2019-05-06,44.9
4227,2019-05-07,44.9
4228,2019-05-08,45.04
4229,2019-05-09,45.57
4230,2019-05-10,44.98
4231,2019-05-13,45.41
4232,2019-05-14,44.99
4233,2019-05-15,45.15
4234,2019-05-16,44.86
4235,2019-05-17,45.02
4236,2019-05-20,45.32
4237,2019-05-21,44.82
4238,2019-05-22,44.72
4239,2019-05-23,45.15
4240,2019-05-24,44.96
4241,2019-05-27,44.98
4242,2019-05-28,44.79
4243,2019-05-29,44.5
4244,2019-05-30,44.45
4245,2019-05-31,44.87
4246,2019-06-03,44.87
4247,2019-06-04,44.76
4248,2019-06-05,44.8
4249,2019-06-06,44.98
4250,2019-06-07,44.88
4251,2019-06-10,44.97
4252,2019-06-11,44.74
4253,2019-06-12,43.75
4254,2019-06-13,43.59
4255,2019-06-14,43.87
4256,2019-06-18,43.66
4257,2019-06-19,43.45
4258,2019-06-21,42.92
4259,2019-06-24,42.67
4260,2019-06-25,42.31
4261,2019-06-26,42.71
4262,2019-06-27,42.84
4263,2019-06-28,42.45
4264,2019-07-01,42.14
4265,2019-07-02,42.47
4266,2019-07-03,42.09
4267,2019-07-04,41.76
4268,2019-07-05,41.98
4269,2019-07-10,41.88
4270,2019-07-11,41.76
4271,2019-07-12,41.66
4272,2019-07-15,41.86
4273,2019-07-16,42.63
4274,2019-07-17,42.52
4275,2019-07-18,42.35
4276,2019-07-19,42.45
4277,2019-07-22,42.48
4278,2019-07-23,42.63
4279,2019-07-24,42.81
4280,2019-07-25,43.25
4281,2019-07-26,43.22
4282,2019-07-29,43.76
4283,2019-07-30,43.88
4284,2019-07-31,43.87
4285,2019-08-01,44.32
4286,2019-08-02,44.7
4287,2019-08-05,45.44
4288,2019-08-06,45.35
4289,2019-08-07,45.69
4290,2019-08-08,45.41
4291,2019-08-09,45.4
4292,2019-08-12,55.75
4293,2019-08-13,56.32
4294,2019-08-14,58.84
4295,2019-08-15,56.63
4296,2019-08-16,56.44
4297,2019-08-20,55.36
4298,2019-08-21,54.92
4299,2019-08-22,55.03
4300,2019-08-23,55.27
4301,2019-08-26,55.34
4302,2019-08-27,55.71
4303,2019-08-28,58.08
4304,2019-08-29,58.2
4305,2019-08-30,59.08
4306,2019-09-02,57.09
4307,2019-09-03,55.78
4308,2019-09-04,55.94
4309,2019-09-05,56.0
4310,2019-09-06,55.91
4311,2019-09-09,55.94
4312,2019-09-10,56.07
4313,2019-09-11,56.11
4314,2019-09-12,56.18
4315,2019-09-13,56.15
4316,2019-09-16,56.25
4317,2019-09-17,56.45
4318,2019-09-18,56.5
4319,2019-09-19,56.61
4320,2019-09-20,56.62
4321,2019-09-23,56.93
4322,2019-09-24,56.94
4323,2019-09-25,57.01
4324,2019-09-26,57.18
4325,2019-09-27,57.32
4326,2019-09-30,57.56
4327,2019-10-01,57.7
4328,2019-10-02,57.89
4329,2019-10-03,57.76
4330,2019-10-04,57.71
4331,2019-10-07,57.87
4332,2019-10-08,57.84
4333,2019-10-09,57.96
4334,2019-10-10,57.98
4335,2019-10-11,58.05
4336,2019-10-15,58.24
4337,2019-10-16,58.33
4338,2019-10-17,58.31
4339,2019-10-18,58.34
4340,2019-10-21,58.52
4341,2019-10-22,58.65
4342,2019-10-23,58.94
4343,2019-10-24,59.34
4344,2019-10-25,60.0
4345,2019-10-28,59.47
4346,2019-10-29,59.46
4347,2019-10-30,59.58
4348,2019-10-31,59.73
4349,2019-11-01,59.76
4350,2019-11-04,59.76
4351,2019-11-05,59.68
4352,2019-11-07,59.6
4353,2019-11-08,59.54
4354,2019-11-11,59.75
4355,2019-11-12,59.75
4356,2019-11-13,59.74
4357,2019-11-14,59.73
4358,2019-11-15,59.69
4359,2019-11-19,59.71
4360,2019-11-20,59.72
4361,2019-11-21,59.75
4362,2019-11-22,59.79
4363,2019-11-25,59.75
4364,2019-11-26,59.72
4365,2019-11-27,59.88
4366,2019-11-28,59.85
4367,2019-11-29,59.86
4368,2019-12-02,59.95
4369,2019-12-03,59.94
4370,2019-12-04,59.91
4371,2019-12-05,59.94
4372,2019-12-06,59.96
4373,2019-12-09,59.95
4374,2019-12-10,59.96
4375,2019-12-11,59.83
4376,2019-12-12,59.83
4377,2019-12-13,59.82
4378,2019-12-16,59.84
4379,2019-12-17,59.82
4380,2019-12-18,59.82
4381,2019-12-19,59.82
4382,2019-12-20,59.82
4383,2019-12-23,59.86
4384,2019-12-26,59.92
4385,2019-12-27,59.89
4386,2019-12-30,59.9
4387,2020-01-02,59.85
4388,2020-01-03,59.83
4389,2020-01-06,59.82
4390,2020-01-07,59.82
4391,2020-01-08,59.82
4392,2020-01-09,59.82
4393,2020-01-10,59.82
4394,2020-01-13,59.88
4395,2020-01-14,60.04
4396,2020-01-15,60.01
4397,2020-01-16,60.0
4398,2020-01-17,60.01
4399,2020-01-20,60.03
4400,2020-01-21,60.06
4401,2020-01-22,60.11
4402,2020-01-23,60.09
4403,2020-01-24,60.1
4404,2020-01-27,60.14
4405,2020-01-28,60.18
4406,2020-01-29,60.24
4407,2020-01-30,60.25
4408,2020-01-31,60.33
4409,2020-02-03,60.43
4410,2020-02-04,60.58
4411,2020-02-05,60.58
4412,2020-02-06,60.67
4413,2020-02-07,60.77
4414,2020-02-10,60.97
4415,2020-02-11,61.11
4416,2020-02-12,61.23
4417,2020-02-13,61.38
4418,2020-02-14,61.45
4419,2020-02-17,61.66
4420,2020-02-18,61.66
4421,2020-02-19,61.72
4422,2020-02-20,61.79
4423,2020-02-21,61.83
4424,2020-02-26,62.08
4425,2020-02-27,62.14
4426,2020-02-28,62.21
4427,2020-03-02,62.25
4428,2020-03-03,62.3
4429,2020-03-04,62.36
4430,2020-03-05,62.42
4431,2020-03-06,62.48
4432,2020-03-09,62.53
4433,2020-03-10,62.59
4434,2020-03-11,62.67
4435,2020-03-12,62.82
4436,2020-03-13,62.9
4437,2020-03-16,63.04
4438,2020-03-17,63.18
4439,2020-03-18,63.33
4440,2020-03-19,63.55
4441,2020-03-20,63.77
4442,2020-03-25,64.05
4443,2020-03-26,64.23
4444,2020-03-27,64.41
4445,2020-03-30,64.47
4446,2020-04-01,64.53
4447,2020-04-02,64.72
4448,2020-04-03,64.91
4449,2020-04-06,64.99
4450,2020-04-07,65.07
4451,2020-04-08,65.16
4452,2020-04-13,65.38
4453,2020-04-14,65.5
4454,2020-04-15,65.62
4455,2020-04-16,65.74
4456,2020-04-17,65.86
4457,2020-04-20,65.98
4458,2020-04-21,66.09
4459,2020-04-22,66.23
4460,2020-04-23,66.32
4461,2020-04-24,66.43
4462,2020-04-27,66.53
4463,2020-04-28,66.64
4464,2020-04-29,66.75
4465,2020-04-30,66.84
4466,2020-05-04,66.93
4467,2020-05-05,67.01
4468,2020-05-06,67.1
4469,2020-05-07,67.19
4470,2020-05-08,67.28
4471,2020-05-11,67.37
4472,2020-05-12,67.46
4473,2020-05-13,67.55
4474,2020-05-14,67.64
4475,2020-05-15,67.73
4476,2020-05-18,67.82
4477,2020-05-19,67.91
4478,2020-05-20,68.0
4479,2020-05-21,68.09
4480,2020-05-22,68.18
4481,2020-05-26,68.27
4482,2020-05-27,68.36
4483,2020-05-28,68.45
4484,2020-05-29,68.54
4485,2020-06-01,68.63
4486,2020-06-02,68.72
4487,2020-06-03,68.81
4488,2020-06-04,68.9
4489,2020-06-05,68.99
4490,2020-06-08,69.08
4491,2020-06-09,69.17
4492,2020-06-10,69.26
4493,2020-06-11,69.32
4494,2020-06-12,69.38
4495,2020-06-16,69.62
4496,2020-06-17,69.68
4497,2020-06-18,69.74
4498,2020-06-19,69.8
4499,2020-06-22,69.98
4500,2020-06-23,70.04
4501,2020-06-24,70.1
4502,2020-06-25,70.16
4503,2020-06-26,70.22
4504,2020-06-29,70.4
4505,2020-06-30,70.46
4506,2020-07-01,70.52
4507,2020-07-02,70.58
4508,2020-07-03,70.64
4509,2020-07-06,70.82
4510,2020-07-07,70.88
4511,2020-07-08,70.94
4512,2020-07-13,71.23
4513,2020-07-14,71.3
4514,2020-07-15,71.36
4515,2020-07-16,71.42
4516,2020-07-17,71.48
4517,2020-07-20,71.66
4518,2020-07-21,71.72
4519,2020-07-22,71.78
4520,2020-07-23,71.84
4521,2020-07-24,71.9
4522,2020-07-27,72.08
4523,2020-07-28,72.14
4524,2020-07-29,72.2
4525,2020-07-30,72.26
4526,2020-07-31,72.32
4527,2020-08-03,72.52
4528,2020-08-04,72.57
4529,2020-08-05,72.62
4530,2020-08-06,72.7
4531,2020-08-07,72.77
4532,2020-08-10,72.95
4533,2020-08-11,73.0
4534,2020-08-12,73.05
4535,2020-08-13,73.11
4536,2020-08-14,73.16
4537,2020-08-18,73.4
4538,2020-08-19,73.48
4539,2020-08-20,73.53
4540,2020-08-21,73.58
4541,2020-08-24,73.73
4542,2020-08-25,73.81
4543,2020-08-26,73.86
4544,2020-08-27,73.94
4545,2020-08-28,74.0
4546,2020-08-31,74.18
4547,2020-09-01,74.25
4548,2020-09-02,74.32
4549,2020-09-03,74.38
4550,2020-09-04,74.44
4551,2020-09-07,74.65
4552,2020-09-08,74.71
4553,2020-09-09,74.77
4554,2020-09-10,74.84
4555,2020-09-11,74.91
4556,2020-09-14,75.12
4557,2020-09-15,75.19
4558,2020-09-16,75.25
4559,2020-09-17,75.32
4560,2020-09-18,75.38
4561,2020-09-21,75.59
4562,2020-09-22,75.65
4563,2020-09-23,75.72
4564,2020-09-24,75.78
4565,2020-09-25,75.85
4566,2020-09-28,76.06
4567,2020-09-29,76.12
4568,2020-09-30,76.18
4569,2020-10-01,76.25
4570,2020-10-02,76.95
4571,2020-10-05,77.05
4572,2020-10-06,77.08
4573,2020-10-07,77.1
4574,2020-10-08,77.1
4575,2020-10-09,77.11
4576,2020-10-13,77.4
4577,2020-10-14,77.42
4578,2020-10-15,77.46
4579,2020-10-16,77.53
4580,2020-10-19,77.58
4581,2020-10-20,77.66
4582,2020-10-21,77.71
4583,2020-10-22,78.05
4584,2020-10-23,78.09
4585,2020-10-26,78.21
4586,2020-10-27,78.3
4587,2020-10-28,78.3
4588,2020-10-29,78.3
4589,2020-10-30,78.33
4590,2020-11-02,78.69
4591,2020-11-03,78.9
4592,2020-11-04,79.02
4593,2020-11-05,79.09
4594,2020-11-09,79.34
4595,2020-11-10,79.43
4596,2020-11-11,79.48
4597,2020-11-12,79.58
4598,2020-11-13,79.73
4599,2020-11-16,79.96
4600,2020-11-17,80.03
4601,2020-11-18,80.15
4602,2020-11-19,80.27
4603,2020-11-20,80.36
4604,2020-11-24,80.69
4605,2020-11-25,80.79
4606,2020-11-26,80.89
4607,2020-11-27,81.04
4608,2020-11-30,81.3
4609,2020-12-01,81.4
4610,2020-12-02,81.48
4611,2020-12-03,81.56
4612,2020-12-04,81.65
4613,2020-12-09,82.05
4614,2020-12-10,82.13
4615,2020-12-11,82.22
4616,2020-12-14,82.46
